,match,date,tournament,radiant,dire,winner,time,killScore,patch,Radiant Gain,Dire Gain,Radiant ELO,Dire ELO
16105,286542096,08/25/13,Neolution GosuCup Aug,Mineski,TMY,DIRE,46.77,22 - 36,6.78,-79.13,79.13,1303,1229
16106,286498044,08/25/13,Neolution GosuCup Aug,Mineski,VG,DIRE,20.9,Jun-33,6.78,-48.69,48.69,1382,1488
16107,286421765,08/25/13,Neolution GosuCup Aug,Dabe,TMY,DIRE,49.15,17 - 16,6.78,-32.72,32.72,960,1150
16108,286333192,08/25/13,Neolution GosuCup Aug,Mineski,TMY,RADIANT,51.9,33 - 27,6.78,16.66,-16.66,1430,1118
16109,286316422,08/25/13,Neolution GosuCup Aug,Dabe,VG,DIRE,25.14,Sep-25,6.78,-7.68,7.68,992,1440
16110,286272341,08/25/13,Rapture League,Hakugyo,Xtreme Gaming,RADIANT,16.86,26-May,6.78,27.77,-27.77,1157,935
16111,286241246,08/24/13,Rapture League,Xtreme Gaming,Hakugyo,DIRE,19.76,Mar-18,6.78,-37.08,37.08,963,1129
16112,285324492,08/24/13,Rapture League,First Departure,Awake,RADIANT,36.87,20-Oct,6.78,35.29,-35.29,1160,984
16113,278806716,08/18/13,Rapture League,Rstars,First Departure,RADIANT,57.1,37 - 26,6.78,19.30,-19.30,1411,1124
16114,271145478,08/11/2013,The International 2013,NaVi,Alliance,DIRE,43.7,30 - 27,6.78,-41.18,41.18,1750,1895
16115,271123757,08/11/2013,The International 2013,NaVi,Alliance,DIRE,36.37,Dec-28,6.78,-57.61,57.61,1791,1853
16116,271102834,08/11/2013,The International 2013,NaVi,Alliance,RADIANT,47.44,23 - 25,6.78,59.29,-59.29,1849,1796
16117,271088718,08/11/2013,The International 2013,NaVi,Alliance,RADIANT,20.55,20-Apr,6.78,78.17,-78.17,1790,1855
16118,271076032,08/11/2013,The International 2013,NaVi,Alliance,DIRE,15.8,02-Dec,6.78,-27.76,27.76,1712,1933
16119,271008789,08/11/2013,The International 2013,NaVi,Orange,RADIANT,47.38,26 - 31,6.78,48.85,-48.85,1739,1634
16120,270979841,08/11/2013,The International 2013,NaVi,Orange,RADIANT,24.69,29-Oct,6.78,67.50,-67.50,1691,1682
16121,270942504,08/11/2013,The International 2013,NaVi,Orange,DIRE,40.04,19 - 28,6.78,-44.58,44.58,1623,1750
16122,270016993,08/10/2013,The International 2013,Orange,TongFu,RADIANT,28.66,23-Apr,6.78,51.47,-51.47,1705,1613
16123,269981681,08/10/2013,The International 2013,Orange,TongFu,DIRE,48.49,18 - 27,6.78,-67.13,67.13,1654,1664
16124,269952489,08/10/2013,The International 2013,TongFu,Orange,DIRE,39.45,Jun-29,6.78,-45.16,45.16,1597,1721
16125,269927795,08/10/2013,The International 2013,NaVi,Alliance,DIRE,33.09,Sep-20,6.78,-25.41,25.41,1668,1905
16126,269910097,08/10/2013,The International 2013,NaVi,Alliance,DIRE,28.57,Sep-18,6.78,-33.34,33.34,1693,1880
16127,269879845,08/10/2013,The International 2013,iG,TongFu,DIRE,30.94,Jun-26,6.78,-45.93,45.93,1522,1642
16128,269828278,08/10/2013,The International 2013,iG,TongFu,DIRE,64.78,21 - 16,6.78,-63.95,63.95,1568,1596
16129,269777362,08/10/2013,The International 2013,DK,Orange,DIRE,44.83,17 - 38,6.78,-50.20,50.20,1577,1676
16130,269739993,08/10/2013,The International 2013,Orange,DK,RADIANT,27.2,26-Aug,6.78,69.06,-69.06,1626,1627
16131,269004111,08/09/2013,The International 2013,iG,TongFu,RADIANT,51.44,25 - 19,6.78,50.09,-50.09,1632,1532
16132,268963993,08/09/2013,The International 2013,DK,Orange,RADIANT,41.55,24 - 21,6.78,42.11,-42.11,1696,1557
16133,268920193,08/09/2013,The International 2013,iG,Liquid,RADIANT,60.15,13-Nov,6.78,44.92,-44.92,1582,1456
16134,268881455,08/09/2013,The International 2013,Fnatic.EU,Orange,DIRE,50.3,Jun-20,6.78,-30.74,30.74,1396,1599
16135,268847227,08/09/2013,The International 2013,NaVi,TongFu,RADIANT,46.69,27 - 19,6.78,41.25,-41.25,1726,1582
16136,268825557,08/09/2013,The International 2013,NaVi,TongFu,DIRE,38.85,Oct-20,6.78,-77.70,77.70,1685,1624
16137,268806477,08/09/2013,The International 2013,NaVi,TongFu,RADIANT,30.43,36 - 13,6.78,28.49,-28.49,1763,1546
16138,268775251,08/09/2013,The International 2013,Alliance,DK,RADIANT,40.52,23-Aug,6.78,32.38,-32.38,1847,1654
16139,268737468,08/09/2013,The International 2013,DK,Alliance,RADIANT,48.23,28 - 16,6.78,84.70,-84.70,1686,1814
16140,268683084,08/09/2013,The International 2013,Alliance,DK,RADIANT,55.37,32 - 16,6.78,18.22,-18.22,1899,1602
16141,267921517,08/08/2013,The International 2013,Zenith,iG,DIRE,45.08,Dec-23,6.78,-42.08,42.08,1397,1537
16142,267885392,08/08/2013,The International 2013,LGD.cn,Liquid,DIRE,51.79,14 - 28,6.78,-71.56,71.56,1519,1501
16143,267852851,08/08/2013,The International 2013,Zenith,VP,RADIANT,40.85,27 - 16,6.78,35.21,-35.21,1439,1263
16144,267826531,08/08/2013,The International 2013,Liquid,MUFC,RADIANT,26.18,25-Mar,6.78,7.58,-7.58,1430,980
16145,267795420,08/08/2013,The International 2013,DK,iG,RADIANT,35.13,27-Jul,6.78,44.93,-44.93,1620,1495
16146,267750277,08/08/2013,The International 2013,iG,DK,RADIANT,99.05,25 - 32,6.78,74.23,-74.23,1540,1575
16147,267725202,08/08/2013,The International 2013,DK,iG,RADIANT,32.13,23-Sep,6.78,33.90,-33.90,1649,1465
16148,267690993,08/08/2013,The International 2013,LGD.cn,Alliance,DIRE,26.59,15 - 29,6.78,-18.92,18.92,1590,1881
16149,267640827,08/08/2013,The International 2013,LGD.cn,Alliance,DIRE,62.69,31 - 30,6.78,-23.40,23.40,1609,1862
16150,266864588,08/07/2013,The International 2013,Fnatic.EU,LGD.int,RADIANT,31.6,29-Jul,6.78,45.82,-45.82,1427,1306
16151,266832024,08/07/2013,The International 2013,Dignitas,Orange,DIRE,38.82,13 - 29,6.78,-32.93,32.93,1379,1568
16152,266803581,08/07/2013,The International 2013,mouz,LGD.int,DIRE,37.5,Aug-25,6.78,-52.81,52.81,1266,1352
16153,266777348,08/07/2013,The International 2013,Dignitas,Rattlesnake,RADIANT,36.36,15 - 14,6.78,28.06,-28.06,1412,1192
16154,266744516,08/07/2013,The International 2013,Fnatic.EU,TongFu,DIRE,51.67,22 - 25,6.78,-32.27,32.27,1381,1574
16155,266726957,08/07/2013,The International 2013,Fnatic.EU,TongFu,DIRE,22.19,Feb-16,6.78,-44.23,44.23,1413,1542
16156,266691076,08/07/2013,The International 2013,NaVi,Orange,RADIANT,25.88,26-Aug,6.78,31.30,-31.30,1734,1535
16157,266675550,08/07/2013,The International 2013,NaVi,Orange,RADIANT,24.9,30 - 14,6.78,42.68,-42.68,1703,1566
16158,266642819,08/07/2013,The International 2013,NaVi,Orange,DIRE,36.1,Oct-25,6.78,-76.39,76.39,1660,1609
16159,264504100,08/05/2013,The International 2013,Dignitas,LGD.cn,DIRE,44.43,Sep-23,6.78,-23.90,23.90,1383,1632
16160,264470591,08/05/2013,The International 2013,Orange,Alliance,DIRE,14.05,May-21,6.78,-17.36,17.36,1533,1839
16161,264459306,08/05/2013,The International 2013,iG,Liquid,RADIANT,23.63,20-Mar,6.78,54.61,-54.61,1499,1422
16162,264453915,08/05/2013,The International 2013,TongFu,Rattlesnake,RADIANT,18.37,15-May,6.78,20.32,-20.32,1498,1220
16163,264450476,08/05/2013,The International 2013,LGD.int,VP,DIRE,29.05,14 - 30,6.78,-69.01,69.01,1299,1298
16164,264431672,08/05/2013,The International 2013,Orange,Alliance,DIRE,29.24,May-17,6.78,-21.13,21.13,1550,1821
16165,264422834,08/05/2013,The International 2013,iG,Liquid,RADIANT,28.48,26-Nov,6.78,73.77,-73.77,1445,1477
16166,264412165,08/05/2013,The International 2013,VP,LGD.int,DIRE,33.42,14 - 32,6.78,-42.19,42.19,1229,1368
16167,264406768,08/05/2013,The International 2013,TongFu,Rattlesnake,RADIANT,43.15,34 - 12,6.78,25.49,-25.49,1478,1240
16168,264386517,08/05/2013,The International 2013,NaVi,LGD.cn,RADIANT,15.87,22-May,6.78,44.35,-44.35,1737,1609
16169,264368248,08/05/2013,The International 2013,mouz,DK,DIRE,56.59,18 - 34,6.78,-18.28,18.28,1319,1615
16170,264360439,08/05/2013,The International 2013,Zenith,MUFC,RADIANT,26.12,16-Mar,6.78,9.19,-9.19,1404,988
16171,264360198,08/05/2013,The International 2013,Dignitas,Fnatic.EU,DIRE,36.21,Aug-13,6.78,-59.87,59.87,1407,1458
16172,264336354,08/05/2013,The International 2013,NaVi,LGD.cn,DIRE,43.25,16 - 30,6.78,-74.81,74.81,1692,1653
16173,264324774,08/05/2013,The International 2013,Fnatic.EU,Dignitas,DIRE,32.39,Apr-23,6.78,-56.12,56.12,1398,1467
16174,264323424,08/05/2013,The International 2013,MUFC,Zenith,DIRE,30.98,Dec-25,6.78,-10.22,10.22,997,1395
16175,264322647,08/05/2013,The International 2013,mouz,DK,DIRE,41.85,Oct-30,6.78,-22.47,22.47,1337,1597
16176,263688319,08/04/2013,The International 2013,LGD.int,Liquid,DIRE,50.08,23 - 26,6.78,-27.32,27.32,1326,1551
16177,263677108,08/04/2013,The International 2013,Orange,Rattlesnake,RADIANT,28.61,21-Jul,6.78,17.39,-17.39,1571,1266
16178,263673866,08/04/2013,The International 2013,TongFu,iG,RADIANT,44.43,21 - 14,6.78,53.80,-53.80,1452,1371
16179,263663368,08/04/2013,The International 2013,Liquid,LGD.int,RADIANT,38.26,36 - 18,6.78,36.36,-36.36,1523,1353
16180,263659844,08/04/2013,The International 2013,Orange,Rattlesnake,RADIANT,20.09,12-Jun,6.78,21.18,-21.18,1554,1283
16181,263657611,08/04/2013,The International 2013,Alliance,VP,RADIANT,17.57,20 - 13,6.78,4.80,-4.80,1800,1271
16182,263648410,08/04/2013,The International 2013,TongFu,iG,RADIANT,41.35,40 - 19,6.78,72.96,-72.96,1398,1425
16183,263639860,08/04/2013,The International 2013,Zenith,LGD.cn,DIRE,31.21,Nov-30,6.78,-32.24,32.24,1385,1578
16184,263639362,08/04/2013,The International 2013,VP,Alliance,DIRE,26.19,Jun-20,6.78,-5.07,5.07,1276,1795
16185,263633662,08/04/2013,The International 2013,Fnatic.EU,DK,DIRE,35.98,May-20,6.78,-45.81,45.81,1454,1575
16186,263632423,08/04/2013,The International 2013,NaVi,Dignitas,RADIANT,14.79,16-Jan,6.78,13.01,-13.01,1767,1411
16187,263615830,08/04/2013,The International 2013,mouz,MUFC,RADIANT,31.62,18-Dec,6.78,13.30,-13.30,1359,1007
16188,263615518,08/04/2013,The International 2013,Fnatic.EU,DK,DIRE,32.52,Aug-22,6.78,-63.80,63.80,1500,1529
16189,263615039,08/04/2013,The International 2013,Dignitas,NaVi,DIRE,23.66,Aug-20,6.78,-15.11,15.11,1424,1754
16190,263612072,08/04/2013,The International 2013,Zenith,LGD.cn,DIRE,49.91,14 - 24,6.78,-44.17,44.17,1417,1546
16191,263593584,08/04/2013,The International 2013,Orange,iG,DIRE,16.85,0 - 9,6.78,-74.17,74.17,1533,1498
16192,263591396,08/04/2013,The International 2013,mouz,MUFC,RADIANT,41.37,21 - 19,6.78,15.49,-15.49,1346,1020
16193,263584058,08/04/2013,The International 2013,Liquid,Alliance,DIRE,35.16,13 - 24,6.78,-17.61,17.61,1487,1790
16194,263580374,08/04/2013,The International 2013,TongFu,LGD.int,DIRE,34.79,17 - 29,6.78,-57.14,57.14,1325,1390
16195,263565113,08/04/2013,The International 2013,Liquid,Alliance,DIRE,25.61,Aug-33,6.78,-21.50,21.50,1505,1773
16196,263559744,08/04/2013,The International 2013,Orange,iG,RADIANT,52.14,29 - 13,6.78,34.00,-34.00,1607,1424
16197,263557879,08/04/2013,The International 2013,VP,Rattlesnake,RADIANT,45.61,37 - 29,6.78,72.46,-72.46,1281,1304
16198,263554917,08/04/2013,The International 2013,LGD.int,TongFu,RADIANT,35.89,25-Jul,6.78,76.22,-76.22,1333,1382
16199,263532024,08/04/2013,The International 2013,NaVi,DK,RADIANT,28.21,30-Sep,6.78,20.78,-20.78,1739,1465
16200,263526474,08/04/2013,The International 2013,mouz,LGD.cn,DIRE,47.72,13 - 28,6.78,-36.17,36.17,1331,1502
16201,263525880,08/04/2013,The International 2013,Rattlesnake,VP,RADIANT,46.34,35 - 22,6.78,36.71,-36.71,1377,1209
16202,263525190,08/04/2013,The International 2013,Zenith,Dignitas,RADIANT,31.36,39 - 9,6.78,65.12,-65.12,1461,1439
16203,263497811,08/04/2013,The International 2013,Dignitas,Zenith,RADIANT,34.45,25 - 18,6.78,48.30,-48.30,1504,1396
16204,263495756,08/04/2013,The International 2013,mouz,LGD.cn,RADIANT,35.91,16-Aug,6.78,81.93,-81.93,1367,1466
16205,263494556,08/04/2013,The International 2013,Fnatic.EU,MUFC,RADIANT,27.66,22-Jul,6.78,4.83,-4.83,1563,1036
16206,263481245,08/04/2013,The International 2013,NaVi,DK,RADIANT,57.24,24 - 16,6.78,26.17,-26.17,1718,1486
16207,263470198,08/04/2013,The International 2013,Fnatic.EU,MUFC,RADIANT,20.02,11-Feb,6.78,5.11,-5.11,1559,1041
16208,263462906,08/04/2013,The International 2013,TongFu,Alliance,DIRE,20.07,Apr-15,6.78,-18.74,18.74,1459,1751
16209,263451354,08/04/2013,The International 2013,Liquid,Rattlesnake,RADIANT,21.75,28-Dec,6.78,33.52,-33.52,1526,1340
16210,263433706,08/04/2013,The International 2013,Orange,LGD.int,RADIANT,33.2,19-Dec,6.78,16.33,-16.33,1573,1256
16211,263429901,08/04/2013,The International 2013,VP,iG,DIRE,26.84,Apr-13,6.78,-29.21,29.21,1245,1458
16212,263406210,08/04/2013,The International 2013,Liquid,Rattlesnake,DIRE,38.46,16 - 37,6.78,-83.90,83.90,1493,1374
16213,263395326,08/04/2013,The International 2013,Orange,LGD.int,RADIANT,24.28,23-May,6.78,19.67,-19.67,1556,1273
16214,263387356,08/04/2013,The International 2013,TongFu,Alliance,DIRE,78.28,32 - 32,6.78,-23.13,23.13,1477,1732
16215,263385734,08/04/2013,The International 2013,iG,VP,RADIANT,42.34,28 - 15,6.78,39.37,-39.37,1428,1275
16216,263359640,08/04/2013,ESWC 2013 Prelims,Stabilny,iCCup,DIRE,13.39,Aug-19,6.78,-10.07,10.07,1029,1429
16217,263346183,08/04/2013,The International 2013,NaVi,MUFC,RADIANT,19.12,18-May,6.78,2.43,-2.43,1692,1046
16218,263344752,08/04/2013,The International 2013,Zenith,DK,RADIANT,34.47,28 - 18,6.78,78.48,-78.48,1444,1512
16219,263335409,08/04/2013,The International 2013,Fnatic.EU,LGD.cn,DIRE,63.27,23 - 29,6.78,-69.82,69.82,1554,1547
16220,263328756,08/04/2013,The International 2013,mouz,Dignitas,DIRE,42.13,15 - 26,6.78,-36.15,36.15,1285,1456
16221,263312392,08/04/2013,ESWC 2013 Prelims,iCCup,Stabilny,RADIANT,40.4,38 - 37,6.78,11.31,-11.31,1419,1039
16222,263307561,08/04/2013,ESWC 2013 Prelims,Unknown,Gam Dota,DIRE,30.48,Nov-25,6.78,-52.93,52.93,951,1037
16223,263300623,08/04/2013,The International 2013,Zenith,DK,DIRE,31.62,15 - 21,6.78,-27.30,27.30,1366,1590
16224,263298375,08/04/2013,The International 2013,Fnatic.EU,LGD.cn,RADIANT,31.99,21-Nov,6.78,40.90,-40.90,1623,1478
16225,263297825,08/04/2013,The International 2013,NaVi,MUFC,RADIANT,42.93,42 - 27,6.78,2.50,-2.50,1690,1048
16226,263290556,08/04/2013,The International 2013,mouz,Dignitas,DIRE,31.79,May-22,6.78,-50.24,50.24,1321,1420
16227,263279932,08/04/2013,ESWC 2013 Prelims,Gam Dota,Unknown,RADIANT,18.33,30-Nov,6.78,72.05,-72.05,984,1004
16228,263256839,08/04/2013,ESWC 2013 Prelims,Team Life,The Avengers,RADIANT,13.52,23-Jun,6.78,29.62,-29.62,1180,970
16229,263245739,08/04/2013,ESWC 2013 Prelims,XPG int,Stabilny,DIRE,40.08,27 - 21,6.78,-50.00,50.00,950,1050
16230,263231958,08/04/2013,ESWC 2013 Prelims,Unknown,Team Life,DIRE,10.31,0 - 14,6.78,-55.17,55.17,1076,1150
16231,263195628,08/04/2013,ESWC 2013 Prelims,Unknown,Utopia,RADIANT,20.21,24-Oct,6.78,36.73,-36.73,1131,963
16232,263180625,08/04/2013,ESWC 2013 Prelims,iCCup,Zip me,RADIANT,14.39,36 - 7,6.78,9.16,-9.16,1408,991
16233,263162299,08/04/2013,ESWC 2013 Prelims,Team Life,Fantastic 5,RADIANT,15.15,16-Mar,6.78,42.47,-42.47,1095,958
16234,263113457,08/04/2013,ESWC 2013 Prelims,Team Life,Gamers League,RADIANT,8.4,13-Mar,6.78,52.69,-52.69,1053,966
16235,263098578,08/04/2013,ESWC 2013 Prelims,Y1K1LM4Z,iCCup,DIRE,19,Jun-48,6.78,-9.63,9.63,990,1399
16236,262650433,08/03/2013,The International 2013,Alliance,Rattlesnake,RADIANT,21.15,17-Aug,6.78,9.02,-9.02,1709,1290
16237,262632760,08/03/2013,The International 2013,iG,LGD.int,DIRE,35.66,May-23,6.78,-81.71,81.71,1389,1292
16238,262632112,08/03/2013,The International 2013,VP,Orange,DIRE,33.98,Sep-29,6.78,-27.59,27.59,1314,1537
16239,262629776,08/03/2013,The International 2013,Rattlesnake,Alliance,DIRE,23.47,Jun-19,6.78,-10.01,10.01,1299,1700
16240,262613112,08/03/2013,The International 2013,iG,LGD.int,RADIANT,18.75,19-Feb,6.78,22.47,-22.47,1471,1211
16241,262604402,08/03/2013,The International 2013,VP,Orange,DIRE,36.24,16 - 27,6.78,-36.79,36.79,1342,1509
16242,262603145,08/03/2013,The International 2013,Fnatic.EU,mouz,RADIANT,29.66,19-Sep,6.78,29.37,-29.37,1582,1371
16243,262596112,08/03/2013,The International 2013,Liquid,TongFu,RADIANT,39.56,37 - 19,6.78,54.85,-54.85,1576,1501
16244,262584768,08/03/2013,The International 2013,NaVi,Zenith,RADIANT,30.87,21-Nov,6.78,18.55,-18.55,1687,1393
16245,262580105,08/03/2013,The International 2013,MUFC,DK,DIRE,25.85,May-27,6.78,-5.27,5.27,1051,1563
16246,262579147,08/03/2013,The International 2013,mouz,Fnatic.EU,DIRE,33.63,Aug-19,6.78,-39.63,39.63,1401,1553
16247,262575056,08/03/2013,The International 2013,TongFu,Liquid,DIRE,31.61,Aug-26,6.78,-74.02,74.02,1555,1522
16248,262561359,08/03/2013,The International 2013,MUFC,DK,DIRE,25.42,Jun-24,6.78,-5.60,5.60,1056,1558
16249,262559167,08/03/2013,The International 2013,NaVi,Zenith,RADIANT,45.13,34 - 20,6.78,22.85,-22.85,1669,1412
16250,262553182,08/03/2013,The International 2013,Dignitas,LGD.cn,RADIANT,25.48,19-Jun,6.78,86.44,-86.44,1370,1519
16251,262546824,08/03/2013,The International 2013,iG,Alliance,DIRE,43.7,23 - 25,6.78,-24.85,24.85,1448,1690
16252,262535265,08/03/2013,The International 2013,Dignitas,LGD.cn,RADIANT,28.14,26-Nov,6.78,95.01,-95.01,1283,1605
16253,262531941,08/03/2013,The International 2013,LGD.int,Rattlesnake,DIRE,42.75,Jul-20,6.78,-54.91,54.91,1233,1309
16254,262520933,08/03/2013,The International 2013,Orange,Liquid,RADIANT,72.94,45 - 38,6.78,64.58,-64.58,1472,1448
16255,262520546,08/03/2013,The International 2013,iG,Alliance,DIRE,50.92,17 - 20,6.78,-32.46,32.46,1473,1665
16256,262511470,08/03/2013,The International 2013,LGD.int,Rattlesnake,RADIANT,28.15,17-Apr,6.78,62.88,-62.88,1288,1254
16257,262509769,08/03/2013,The International 2013,TongFu,VP,RADIANT,34.04,38 - 16,6.78,23.63,-23.63,1629,1378
16258,262504787,08/03/2013,The International 2013,Liquid,Orange,RADIANT,17.11,22-Apr,6.78,49.13,-49.13,1512,1408
16259,262495365,08/03/2013,The International 2013,NaVi,mouz,RADIANT,29.08,19-Jul,6.78,30.27,-30.27,1646,1440
16260,262483445,08/03/2013,The International 2013,VP,TongFu,DIRE,37.22,13 - 28,6.78,-30.54,30.54,1402,1606
16261,262482014,08/03/2013,The International 2013,Zenith,Fnatic.EU,RADIANT,37.5,18 - 16,6.78,79.80,-79.80,1434,1513
16262,262475417,08/03/2013,The International 2013,DK,LGD.cn,DIRE,37.59,Jul-18,6.78,-40.52,40.52,1552,1700
16263,262467064,08/03/2013,The International 2013,NaVi,mouz,RADIANT,33.14,20-Jul,6.78,41.06,-41.06,1616,1471
16264,262457078,08/03/2013,The International 2013,Zenith,Fnatic.EU,DIRE,30.05,Jun-19,6.78,-25.31,25.31,1355,1593
16265,262445112,08/03/2013,The International 2013,LGD.cn,DK,DIRE,31.46,Feb-13,6.78,-78.34,78.34,1659,1593
16266,262438280,08/03/2013,The International 2013,MUFC,Dignitas,DIRE,26.83,Aug-22,6.78,-44.68,44.68,1062,1188
16267,262427613,08/03/2013,The International 2013,iG,Rattlesnake,RADIANT,20.46,13-Jun,6.78,33.02,-33.02,1506,1317
16268,262426855,08/03/2013,The International 2013,LGD.int,Alliance,DIRE,35.72,17 - 33,6.78,-9.66,9.66,1225,1633
16269,262411148,08/03/2013,The International 2013,Dignitas,MUFC,RADIANT,24.16,24-Aug,6.78,62.34,-62.34,1144,1106
16270,262392411,08/03/2013,The International 2013,VP,Liquid,DIRE,47.42,16 - 25,6.78,-63.56,63.56,1433,1463
16271,262385766,08/03/2013,The International 2013,Alliance,LGD.int,RADIANT,39.77,30 - 16,6.78,10.80,-10.80,1623,1235
16272,262374910,08/03/2013,The International 2013,iG,Rattlesnake,RADIANT,41.19,21-Nov,6.78,45.40,-45.40,1473,1350
16273,262367754,08/03/2013,The International 2013,TongFu,Orange,RADIANT,29.84,19-Jun,6.78,46.31,-46.31,1575,1457
16274,262357611,08/03/2013,The International 2013,Liquid,VP,DIRE,26.96,Feb-15,6.78,-50.67,50.67,1399,1496
16275,262341896,08/03/2013,The International 2013,Orange,TongFu,DIRE,21.31,Feb-18,6.78,-64.42,64.42,1503,1529
16276,262324734,08/03/2013,The International 2013,NaVi,Fnatic.EU,DIRE,35.9,13 - 35,6.78,-69.89,69.89,1574,1568
16277,262322091,08/03/2013,The International 2013,Zenith,mouz,RADIANT,47.4,27 - 18,6.78,85.03,-85.03,1380,1512
16278,262312446,08/03/2013,The International 2013,LGD.cn,MUFC,RADIANT,30.27,24-Jul,6.78,3.80,-3.80,1738,1169
16279,262303778,08/03/2013,The International 2013,Dignitas,DK,DIRE,13.78,01-Aug,6.78,-8.33,8.33,1081,1514
16280,262283296,08/03/2013,The International 2013,mouz,Zenith,RADIANT,42.85,29 - 24,6.78,17.76,-17.76,1597,1295
16281,262281327,08/03/2013,The International 2013,MUFC,LGD.cn,DIRE,29.88,Aug-24,6.78,-3.97,3.97,1172,1734
16282,262279207,08/03/2013,The International 2013,Fnatic.EU,NaVi,RADIANT,46.15,33 - 16,6.78,86.23,-86.23,1498,1644
16283,262276878,08/03/2013,The International 2013,DK,Dignitas,RADIANT,20.26,16-Mar,6.78,9.17,-9.17,1506,1089
16284,261498337,08/02/2013,The International 2013: Wild Card,Rattlesnake,Quantic,RADIANT,34.63,30 - 13,6.78,31.83,-31.83,1395,1199
16285,261471219,08/02/2013,The International 2013: Wild Card,Quantic,Rattlesnake,DIRE,42.45,20 - 39,6.78,-43.53,43.53,1231,1363
16286,261440616,08/02/2013,The International 2013: Wild Card,Rattlesnake,Quantic,DIRE,40.21,17 - 28,6.78,-75.60,75.60,1320,1274
16287,261406872,08/02/2013,The International 2013: Wild Card,Quantic,Rattlesnake,DIRE,41.7,18 - 31,6.78,-31.75,31.75,1199,1395
16288,255786930,07/28/13,GEST: July,SiG.Tr,Mineski,DIRE,24.68,Dec-31,6.78,-35.64,35.64,1240,1414
16289,255752422,07/28/13,GEST: July,Mineski,SiG.Tr,RADIANT,14.09,18-Jun,6.78,49.47,-49.47,1378,1276
16290,255712972,07/28/13,GEST: July,SiG.Tr,Mineski,RADIANT,20.17,26-Jul,6.78,69.44,-69.44,1325,1329
16291,255650186,07/28/13,GEST: July,Mineski,SiG.Tr,RADIANT,34.94,28-Oct,6.78,41.51,-41.51,1398,1256
16292,254772263,07/27/13,GEST: July,Dreamz,SiG.Tr,DIRE,36.54,18 - 30,6.78,-30.51,30.51,1093,1297
16293,254718373,07/27/13,GEST: July,SiG.Tr,Dreamz,RADIANT,28.81,34 - 11,6.78,41.44,-41.44,1267,1124
16294,254683574,07/27/13,GEST: July,Pacific,Mineski,DIRE,37.77,26 - 36,6.78,-21.83,21.83,1091,1357
16295,254665294,07/27/13,GEST: July,Dreamz,SiG.Tr,RADIANT,20.47,17-Oct,6.78,77.53,-77.53,1165,1225
16296,254626724,07/27/13,GEST: July,Mineski,Pacific,RADIANT,34.19,27 - 14,6.78,27.77,-27.77,1335,1113
16297,254555390,07/27/13,GEST: July,JET,Pacific,DIRE,40.12,14 - 28,6.78,-39.62,39.62,989,1141
16298,254535695,07/27/13,GEST: July,Mineski,First Departure,RADIANT,33.52,43 - 28,6.78,37.56,-37.56,1307,1144
16299,254492537,07/27/13,GEST: July,Pacific,JET,RADIANT,39.92,24 - 27,6.78,55.39,-55.39,1101,1028
16300,254486251,07/27/13,GEST: July,First Departure,Mineski,DIRE,36.42,13 - 25,6.78,-52.36,52.36,1181,1269
16301,254425822,07/27/13,GEST: July,SiG.Tr,Junquera,RADIANT,43.88,43 - 26,6.78,24.53,-24.53,1303,1058
16302,254421719,07/27/13,GEST: July,Dreamz,Team G7,RADIANT,21.09,24-Jul,6.78,54.94,-54.94,1088,1012
16303,254370725,07/27/13,GEST: July,Team G7,Dreamz,RADIANT,44.89,28 - 25,6.78,62.84,-62.84,1067,1033
16304,254363139,07/27/13,GEST: July,Junquera,SiG.Tr,DIRE,41.97,32 - 34,6.78,-31.95,31.95,1083,1278
16305,254329111,07/27/13,GEST: July,Dreamz,Team G7,RADIANT,27.24,32 - 10,6.78,51.77,-51.77,1095,1004
16306,253990925,07/26/13,Corsair Summer 2013,VP,mouz,DIRE,51.89,31 - 54,6.78,-43.29,43.29,1445,1579
16307,253953747,07/26/13,Corsair Summer 2013,mouz,VP,DIRE,35.26,17 - 29,6.78,-75.82,75.82,1536,1489
16308,253910342,07/26/13,Corsair Summer 2013,VP,mouz,DIRE,33.65,13 - 24,6.78,-31.40,31.40,1413,1611
16309,253860931,07/26/13,Corsair Summer 2013,mouz,VP,RADIANT,38.73,24-Dec,6.78,42.85,-42.85,1580,1444
16310,253750413,07/26/13,GEST: July,JET,n Stack,RADIANT,19.68,17-Dec,6.78,37.44,-37.44,1084,920
16311,253723252,07/26/13,GEST: July,First Departure,4BZ,RADIANT,21.71,24-Nov,6.78,17.74,-17.74,1234,932
16312,253696326,07/26/13,GEST: July,Clan Ob,n Stack,DIRE,16.45,Apr-22,6.78,-44.13,44.13,828,957
16313,253672679,07/26/13,GEST: July,First Departure,Oblique,RADIANT,21,23-Dec,6.78,15.95,-15.95,1216,895
16314,253616472,07/26/13,GEST: July,Pacific,4BZ,RADIANT,22.19,14-Apr,6.78,50.68,-50.68,1046,949
16315,253605416,07/26/13,GEST: July,Mineski,JET,RADIANT,68.01,38 - 42,6.78,36.17,-36.17,1217,1046
16316,253562473,07/26/13,GEST: July,JET,n Stack,RADIANT,19.92,29-Jun,6.78,36.45,-36.45,1082,913
16317,253552309,07/26/13,GEST: July,Oblique,Pacific,DIRE,32.7,Sep-21,6.78,-53.21,53.21,911,995
