,match,date,tournament,radiant,dire,winner,time,killScore,patch,Radiant Gain,Dire Gain,Radiant ELO,Dire ELO
6278,1284323782,02/28/15,joinDOTA MLG Pro Season 1 Americas Qualifiers,VB,EG,DIRE,27.25,Sep-29,6.83,-2.71,2.71,1178,1805
6279,1284234225,02/28/15,joinDOTA MLG Pro Season 1 Americas Qualifiers,EG,VB,DIRE,55.58,32 - 32,6.83,-99.12,99.12,1802,1181
6280,1284165227,02/28/15,joinDOTA MLG Pro Season 1 Europe Qualifiers,mYi,LC,DIRE,28.05,Dec-16,6.83,-24.43,24.43,946,1191
6281,1283985965,02/28/15,joinDOTA MLG Pro Season 1 Europe Qualifiers,LC,mYi,RADIANT,45.4,27 - 22,6.83,31.80,-31.80,1166,970
6282,1282157106,02/28/15,Hitbox Obutto Championship,SiG.Tr,G Guard,DIRE,29.13,Nov-20,6.83,-52.90,52.90,1195,1280
6283,1282014496,02/28/15,Hitbox Obutto Championship,G Guard,SiG.Tr,DIRE,41.08,22 - 30,6.83,-65.40,65.40,1227,1248
6284,1281778183,02/27/15,Hitbox Obutto Championship,SiG.Tr,G Guard,DIRE,56.97,28 - 34,6.83,-47.86,47.86,1182,1293
6285,1281098215,02/27/15,Canada Cup 4,Wh,VB,RADIANT,34.22,30 - 17,6.83,26.86,-26.86,1309,1082
6286,1280988132,02/27/15,Canada Cup 4,VB,Wh,DIRE,39.58,15 - 23,6.83,-35.62,35.62,1108,1282
6287,1280922562,02/27/15,joinDOTA MLG Pro Season 1 Americas Qualifiers,SumsRift,TC   4,RADIANT,23.08,16-Sep,6.83,22.52,-22.52,1224,964
6288,1280853710,02/27/15,joinDOTA MLG Pro Season 1 Americas Qualifiers,TC   4,SumsRift,DIRE,28.27,15 - 26,6.83,-28.83,28.83,986,1201
6289,1280609814,02/27/15,Dota Pit League 3,Empire,Secret,DIRE,46.57,26 - 57,6.83,-57.61,57.61,1574,1636
6290,1280419450,02/27/15,Dota Pit League 3,Secret,Empire,DIRE,40.38,14 - 31,6.83,-59.28,59.28,1578,1632
6291,1279638424,02/27/15,joinDOTA MLG Pro Season 1 Asia Qualifiers,Rave,5eva,RADIANT,58.27,36 - 28,6.83,11.21,-11.21,1469,1088
6292,1279428767,02/27/15,joinDOTA MLG Pro Season 1 Asia Qualifiers,5eva,Rave,DIRE,41.55,19 - 36,6.83,-12.76,12.76,1099,1458
6293,1277960893,02/26/15,Canada Cup 4,SumsRift,coL 2,RADIANT,37.58,32 - 18,6.83,39.77,-39.77,1172,1021
6294,1277940606,02/26/15,joinDOTA MLG Pro Season 1 Americas Qualifiers,paiN,TC   4,RADIANT,37.28,27 - 18,6.83,62.37,-62.37,1052,1015
6295,1277895044,02/26/15,Canada Cup 4,coL 2,SumsRift,DIRE,44.35,22 - 34,6.83,-55.61,55.61,1060,1132
6296,1277887391,02/26/15,joinDOTA MLG Pro Season 1 Americas Qualifiers,TC   4,paiN,RADIANT,34.63,25 - 13,6.83,52.47,-52.47,1078,990
6297,1277703901,02/26/15,joinDOTA MLG Pro Season 1 Europe Qualifiers,4ASC,VP,RADIANT,49.82,42 - 29,6.83,84.62,-84.62,1079,1206
6298,1277636870,02/26/15,joinDOTA MLG Pro Season 1 Europe Qualifiers,VP,4ASC,RADIANT,34.22,35 - 16,6.83,18.33,-18.33,1291,994
6299,1277563623,02/26/15,Golden eSports League Season 3 Qualifiers,Wv,Druidz,DIRE,44.87,25 - 39,6.83,-49.98,49.98,950,1050
6300,1277549209,02/26/15,Golden eSports League Season 3 Qualifiers,PHX,S2WIN,RADIANT,32.23,36 - 15,6.83,51.24,-51.24,1093,999
6301,1277499543,02/26/15,joinDOTA MLG Pro Season 1 Europe Qualifiers,Meep,VP,DIRE,42.93,14 - 38,6.83,-56.79,56.79,1206,1272
6302,1277366561,02/26/15,Dota Pit League 3,NiP 2,C9,RADIANT,38.48,35 - 17,6.83,83.60,-83.60,1406,1521
6303,1277352823,02/26/15,joinDOTA MLG Pro Season 1 Europe Qualifiers,M5,Meep,DIRE,49.55,19 - 35,6.83,-52.95,52.95,1178,1263
6304,1277329672,02/26/15,Golden eSports League Season 3 Qualifiers,Ftga,PHX,DIRE,55.62,22 - 37,6.83,-41.39,41.39,898,1041
6305,1277325189,02/26/15,Golden eSports League Season 3 Qualifiers,wiN,GO 2,DIRE,23.87,Sep-19,6.83,-50.70,50.70,949,1046
6306,1277233159,02/26/15,joinDOTA MLG Pro Season 1 Europe Qualifiers,Meep,M5,RADIANT,48.57,25-Aug,6.83,72.07,-72.07,1210,1230
6307,1277201808,02/26/15,Dota Pit League 3,C9,NiP 2,RADIANT,61.52,26 - 42,6.83,19.76,-19.76,1605,1322
6308,1276650033,02/26/15,Hitbox Obutto Championship,Invasion 3,5eva,DIRE,57.32,35 - 31,6.83,-35.97,35.97,939,1112
6309,1276484496,02/26/15,Hitbox Obutto Championship,5eva,Invasion 3,RADIANT,27.73,33 - 8,6.83,49.97,-49.97,1076,975
6310,1276301169,02/26/15,joinDOTA MLG Pro Season 1 Asia Qualifiers,Arcanys,Rave,RADIANT,44.35,28 - 25,6.83,91.36,-91.36,1219,1446
6311,1276176197,02/26/15,joinDOTA MLG Pro Season 1 Asia Qualifiers,Rave,Arcanys,RADIANT,36.7,35 - 18,6.83,9.55,-9.55,1537,1127
6312,1275227903,02/25/15,CEVO Season 6,Boreal 2,LvT,RADIANT,45.72,22 - 19,6.83,40.84,-40.84,1117,971
6313,1275203197,02/25/15,CEVO Season 6,Wh,ROOT 2,RADIANT,25.93,27 - 13,6.83,23.98,-23.98,1247,998
6314,1275150209,02/25/15,CEVO Season 6,LvT,Boreal 2,DIRE,38.8,Sep-17,6.83,-57.12,57.12,1011,1076
6315,1275128965,02/25/15,CEVO Season 6,ROOT 2,Wh,DIRE,40.08,15 - 22,6.83,-31.09,31.09,1022,1223
6316,1275124145,02/25/15,CEVO Season 6,TWDi,EHUG,DIRE,25.25,May-26,6.83,-12.49,12.49,770,1134
6317,1274932764,02/25/15,Canada Cup 4,coL 2,NoT,RADIANT,34.03,35 - 13,6.83,56.31,-56.31,1116,1047
6318,1274869863,02/25/15,Canada Cup 4,NoT,coL 2,DIRE,42.25,21 - 34,6.83,-75.44,75.44,1104,1060
6319,1274840467,02/25/15,Major Allstars EU Qualifiers,Empire,NiP 2,RADIANT,21.37,21-Aug,6.83,26.44,-26.44,1572,1342
6320,1274683579,02/25/15,Major Allstars EU Qualifiers,NiP 2,Empire,DIRE,63.58,35 - 37,6.83,-34.97,34.97,1368,1546
6321,1274666977,02/25/15,Dota Pit League 3,Secret,VP,RADIANT,39.9,34 - 24,6.83,8.88,-8.88,1638,1215
6322,1274580736,02/25/15,Dota Pit League 3,VP,Secret,DIRE,35.62,25 - 41,6.83,-9.84,9.84,1224,1629
6323,1274503956,02/25/15,Major Allstars EU Qualifiers,NiP 2,VP 2,RADIANT,47.25,29 - 19,6.83,63.45,-63.45,1403,1372
6324,1274348167,02/25/15,Major Allstars EU Qualifiers,VP 2,NiP 2,RADIANT,30.13,26 - 14,6.83,50.85,-50.85,1436,1340
6325,1274251941,02/25/15,Major Allstars EU Qualifiers,NiP 2,VP 2,RADIANT,25.88,32 - 15,6.83,67.86,-67.86,1391,1385
6326,1274118459,02/25/15,joinDOTA MLG Pro Season 1 Asia Qualifiers,5eva,Mineski,RADIANT,40.05,41 - 21,6.83,64.15,-64.15,1026,998
6327,1273999217,02/25/15,joinDOTA MLG Pro Season 1 Asia Qualifiers,Mineski,5eva,RADIANT,23.83,24-Aug,6.83,49.78,-49.78,1063,961
6328,1273743096,02/25/15,joinDOTA MLG Pro Season 1 Asia Qualifiers,SiG.Tr,MVP Phoenix,RADIANT,40.13,47 - 34,6.83,48.59,-48.59,1230,1123
6329,1273523638,02/25/15,joinDOTA MLG Pro Season 1 Asia Qualifiers,MVP Phoenix,SiG.Tr,RADIANT,44.73,53 - 31,6.83,70.41,-70.41,1172,1181
6330,1273372370,02/25/15,joinDOTA MLG Pro Season 1 Asia Qualifiers,SiG.Tr,Mineski,RADIANT,31.87,42 - 17,6.83,25.24,-25.24,1252,1013
6331,1273217176,02/25/15,joinDOTA MLG Pro Season 1 Asia Qualifiers,Mineski,SiG.Tr,DIRE,36.15,22 - 28,6.83,-33.07,33.07,1038,1227
6332,1272287548,02/24/15,Canada Cup 4,uG,SumsRift,RADIANT,45.15,40 - 33,6.83,55.34,-55.34,1150,1077
6333,1272200305,02/24/15,Canada Cup 4,SumsRift,uG,DIRE,40.97,26 - 36,6.83,-74.50,74.50,1132,1095
6334,1272126339,02/24/15,Canada Cup 4,uG,SumsRift,DIRE,36.83,20 - 36,6.83,-33.48,33.48,1020,1207
6335,1272030273,02/24/15,joinDOTA MLG Pro Season 1 Americas Qualifiers,Wh,NoT,DIRE,63.5,33 - 40,6.83,-70.85,70.85,1192,1179
6336,1271954142,02/24/15,joinDOTA MLG Pro Season 1 Americas Qualifiers,NoT,Wh,DIRE,30.77,18 - 27,6.83,-39.28,39.28,1108,1263
6337,1271739775,02/24/15,D2CL 5 EU Qualifiers,HR,Power Rangers,RADIANT,41.6,38 - 35,6.83,21.61,-21.61,1423,1156
6338,1271715768,02/24/15,Major Allstars EU Qualifiers,Empire,VP 2,RADIANT,35.25,28 - 15,6.83,58.29,-58.29,1511,1453
6339,1271636412,02/24/15,Major Allstars EU Qualifiers,Empire,VP 2,RADIANT,31.98,19-Oct,6.83,77.28,-77.28,1453,1511
6340,1271629638,02/24/15,D2CL 5 EU Qualifiers,Power Rangers,HR,DIRE,51.32,27 - 31,6.83,-27.43,27.43,1178,1401
6341,1271517789,02/24/15,Major Allstars EU Qualifiers,NiP 2,Power Rangers,RADIANT,41.55,39 - 19,6.83,46.42,-46.42,1323,1205
6342,1271455498,02/24/15,Major Allstars EU Qualifiers,Power Rangers,NiP 2,RADIANT,49.13,48 - 30,6.83,72.73,-72.73,1251,1276
6343,1271123774,02/24/15,Major Allstars EU Qualifiers,NiP 2,Power Rangers,RADIANT,31.65,36 - 15,6.83,36.28,-36.28,1349,1179
6344,1270820698,02/24/15,joinDOTA MLG Pro Season 1 Asia Qualifiers,Cant Say,Invasion 3,RADIANT,51.18,44 - 34,6.83,88.60,-88.60,846,1025
6345,1270439802,02/24/15,joinDOTA MLG Pro Season 1 Asia Qualifiers,Invasion 3,Cant Say,RADIANT,48.95,31 - 23,6.83,13.00,-13.00,1114,758
6346,1269115313,02/23/15,Canada Cup 4,VB,LvT,RADIANT,48.32,34 - 20,6.83,54.94,-54.94,1144,1069
6347,1268987428,02/23/15,Canada Cup 4,LvT,VB,RADIANT,60.78,37 - 21,6.83,62.84,-62.84,1123,1089
6348,1268919140,02/23/15,Canada Cup 4,VB,LvT,RADIANT,42.32,32 - 27,6.83,51.76,-51.76,1152,1061
6349,1268897798,02/23/15,joinDOTA MLG Pro Season 1 Americas Qualifiers,EG,Wh,RADIANT,15.93,21-Jun,6.83,2.02,-2.02,1902,1223
6350,1268800328,02/23/15,joinDOTA MLG Pro Season 1 Americas Qualifiers,Wh,EG,DIRE,43.8,24 - 18,6.83,-2.07,2.07,1225,1900
6351,1268578238,02/23/15,Major Allstars EU Qualifiers,NiP 2,Meep,RADIANT,36.12,37 - 14,6.83,35.46,-35.46,1313,1138
6352,1268518617,02/23/15,D2CL 5 EU Qualifiers,Power Rangers,VP,DIRE,28.65,Aug-27,6.83,-65.57,65.57,1215,1234
6353,1268484164,02/23/15,Major Allstars EU Qualifiers,NiP 2,Meep,RADIANT,40.9,35 - 15,6.83,49.19,-49.19,1277,1173
6354,1268445468,02/23/15,D2CL 5 EU Qualifiers,VP,Power Rangers,RADIANT,22.22,17-Nov,6.83,83.24,-83.24,1169,1281
6355,1268336627,02/23/15,Major Allstars EU Qualifiers,HR,Power Rangers,DIRE,32.07,Sep-34,6.83,-70.48,70.48,1374,1364
6356,1268154985,02/23/15,Major Allstars EU Qualifiers,Power Rangers,HR,DIRE,34.35,17 - 35,6.83,-39.86,39.86,1293,1444
6357,1267992567,02/23/15,Major Allstars EU Qualifiers,HR,Power Rangers,DIRE,35.52,17 - 39,6.83,-78.91,78.91,1405,1333
6358,1267945736,02/23/15,joinDOTA MLG Pro Season 1 Europe Qualifiers,LC,BBC,DIRE,40.98,20 - 37,6.83,-51.10,51.10,1135,1229
6359,1267770442,02/23/15,joinDOTA MLG Pro Season 1 Europe Qualifiers,BBC,LC,DIRE,44.22,Dec-27,6.83,-67.57,67.57,1178,1186
6360,1265783794,02/22/15,Canada Cup 4,Boreal 2,Wh,DIRE,39.82,17 - 33,6.83,-29.76,29.76,1019,1227
6361,1265722038,02/22/15,Canada Cup 4,Wh,Boreal 2,RADIANT,40.07,31 - 21,6.83,40.24,-40.24,1198,1048
6362,1265602789,02/22/15,joinDOTA MLG Pro Season 1 Americas Qualifiers,EHUG,VB,DIRE,47.67,16 - 46,6.83,-72.13,72.13,1121,1100
6363,1265523921,02/22/15,joinDOTA MLG Pro Season 1 Americas Qualifiers,VB,EHUG,DIRE,48.68,34 - 36,6.83,-37.23,37.23,1028,1193
6364,1265458883,02/22/15,Major Allstars EU Qualifiers,VP 2,HR,RADIANT,23.27,28-Apr,6.83,49.06,-49.06,1588,1483
6365,1265428285,02/22/15,Dota Pit League 3,Vega,Secret,DIRE,36.18,31 - 29,6.83,-6.20,6.20,1135,1619
6366,1265425330,02/22/15,joinDOTA MLG Pro Season 1 Europe Qualifiers,mYi,mouz 2,DIRE,42.43,18 - 34,6.83,-43.38,43.38,1002,1135
6367,1265331598,02/22/15,Major Allstars EU Qualifiers,HR,VP 2,RADIANT,34.12,29 - 21,6.83,69.89,-69.89,1533,1539
6368,1265235387,02/22/15,Major Allstars EU Qualifiers,HR,VP 2,DIRE,25.55,Feb-24,6.83,-40.79,40.79,1463,1609
6369,1265235022,02/22/15,joinDOTA MLG Pro Season 1 Europe Qualifiers,mouz 2,mYi,DIRE,51.07,28 - 30,6.83,-75.73,75.73,1092,1046
6370,1265225834,02/22/15,Dota Pit League 3,Secret,Vega,RADIANT,55.73,38 - 27,6.83,6.66,-6.66,1613,1141
6371,1264954480,02/22/15,joinDOTA MLG Pro Season 1 Europe Qualifiers,VP,HoG.,RADIANT,34.92,28 - 26,6.83,39.89,-39.89,1085,934
6372,1264942058,02/22/15,Major Allstars EU Qualifiers,NiP 2,Empire,DIRE,19.93,16 - 26,6.83,-40.60,40.60,1228,1375
6373,1264766169,02/22/15,joinDOTA MLG Pro Season 1 Europe Qualifiers,HoG.,VP,DIRE,34.68,Dec-28,6.83,-55.78,55.78,974,1045
6374,1264661796,02/22/15,Major Allstars EU Qualifiers,Empire,NiP 2,RADIANT,49.05,54 - 41,6.83,56.80,-56.80,1335,1269
6375,1264578901,02/22/15,joinDOTA MLG Pro Season 1 Europe Qualifiers,mYi,HR,DIRE,28.07,Oct-28,6.83,-4.66,4.66,970,1503
6376,1264425810,02/22/15,joinDOTA MLG Pro Season 1 Europe Qualifiers,HR,mYi,RADIANT,30.03,15-Oct,6.83,4.92,-4.92,1499,974
6377,1262176412,02/21/15,joinDOTA MLG Pro Season 1 Americas Qualifiers,EG,EHUG,RADIANT,29.07,30-Nov,6.83,1.40,-1.40,1898,1156
6378,1262169571,02/21/15,Canada Cup 4,SumsRift,Boreal 2,RADIANT,44.52,36 - 24,6.83,53.11,-53.11,1173,1089
6379,1262102247,02/21/15,joinDOTA MLG Pro Season 1 Americas Qualifiers,EHUG,EG,DIRE,41.3,19 - 20,6.83,-1.43,1.43,1157,1896
6380,1262078265,02/21/15,Canada Cup 4,bS,SumsRift,DIRE,35.23,35 - 62,6.83,-29.38,29.38,909,1120
6381,1261963318,02/21/15,Canada Cup 4,paiN,SumsRift,DIRE,32.67,13 - 29,6.83,-60.23,60.23,1042,1091
6382,1261940534,02/21/15,Major Allstars EU Qualifiers,mYi,Meep,DIRE,30.85,Oct-32,6.83,-24.68,24.68,979,1223
6383,1261848485,02/21/15,joinDOTA MLG Pro Season 1 Americas Qualifiers,uG,coL 2,RADIANT,25.62,28 - 14,6.83,56.08,-56.08,1054,984
6384,1261836441,02/21/15,Major Allstars EU Qualifiers,mYi,Meep,DIRE,47.82,27 - 47,6.83,-32.19,32.19,1004,1198
6385,1261721012,02/21/15,Major Allstars EU Qualifiers,Meep,mYi,DIRE,38.48,13 - 30,6.83,-84.84,84.84,1166,1036
6386,1261706733,02/21/15,joinDOTA MLG Pro Season 1 Americas Qualifiers,coL 2,uG,DIRE,47,26 - 49,6.83,-75.22,75.22,1040,998
6387,1261330156,02/21/15,Major Allstars EU Qualifiers,4ASC,Power Rangers,DIRE,23.92,May-15,6.83,-24.90,24.90,1013,1254
6388,1261174067,02/21/15,Major Allstars EU Qualifiers,Power Rangers,4ASC,RADIANT,37.32,28 - 15,6.83,32.54,-32.54,1229,1038
6389,1258827605,02/20/15,joinDOTA MLG Pro Season 1 Americas Qualifiers,SumsRift,EHUG,DIRE,65.12,13 - 27,6.83,-44.32,44.32,1031,1159
6390,1258705372,02/20/15,joinDOTA MLG Pro Season 1 Americas Qualifiers,EHUG,SumsRift,DIRE,36.57,20 - 32,6.83,-74.83,74.83,1114,1075
6391,1258633371,02/20/15,joinDOTA MLG Pro Season 1 Americas Qualifiers,TC   4,Wh,DIRE,29.85,Sep-24,6.83,-43.54,43.54,1025,1157
6392,1258553926,02/20/15,joinDOTA MLG Pro Season 1 Americas Qualifiers,Wh,TC   4,DIRE,54.22,38 - 28,6.83,-75.58,75.58,1114,1069
6393,1258328420,02/20/15,Major Allstars EU Qualifiers,HR,Meep,RADIANT,51.9,37 - 35,6.83,24.65,-24.65,1494,1250
6394,1258277153,02/20/15,Major Allstars EU Qualifiers,HR,Meep,DIRE,11.07,04-Oct,6.83,-89.55,89.55,1469,1275
6395,1258211737,02/20/15,joinDOTA MLG Pro Season 1 Europe Qualifiers,mouz 2,Power Rangers,DIRE,51,24 - 22,6.83,-63.78,63.78,1167,1197
6396,1258095672,02/20/15,Major Allstars EU Qualifiers,Meep,HR,DIRE,40.8,27 - 30,6.83,-11.79,11.79,1186,1559
6397,1257985201,02/20/15,joinDOTA MLG Pro Season 1 Europe Qualifiers,Power Rangers,mouz 2,DIRE,44.28,19 - 23,6.83,-50.35,50.35,1133,1231
6398,1257815980,02/20/15,joinDOTA MLG Pro Season 1 Europe Qualifiers,VP,Meep,DIRE,47.55,20 - 46,6.83,-29.92,29.92,990,1197
6399,1257776382,02/20/15,Major Allstars EU Qualifiers,VP 2,mYi,RADIANT,32.53,26-Oct,6.83,2.88,-2.88,1568,951
6400,1257691252,02/20/15,joinDOTA MLG Pro Season 1 Europe Qualifiers,Empire,M5,DIRE,37.1,Dec-42,6.83,-64.64,64.64,1278,1303
6401,1257544503,02/20/15,Major Allstars EU Qualifiers,mYi,VP 2,DIRE,39.35,19 - 34,6.83,-2.98,2.98,954,1565
6402,1257332270,02/20/15,joinDOTA MLG Pro Season 1 Europe Qualifiers,M5,Empire,RADIANT,60.93,38 - 30,6.83,82.54,-82.54,1238,1343
6403,1256943782,02/20/15,joinDOTA MLG Pro Season 1 Asia Qualifiers,Arcanys,Mineski,DIRE,46.83,38 - 24,6.83,-78.23,78.23,1137,1071
6404,1256637878,02/20/15,joinDOTA MLG Pro Season 1 Asia Qualifiers,Mineski,Arcanys,DIRE,47.17,29 - 39,6.83,-27.68,27.68,993,1215
6405,1255436238,02/19/15,Canada Cup 4,Boreal 2,bS,RADIANT,58.8,49 - 34,6.83,30.61,-30.61,1142,938
6406,1255346833,02/19/15,Canada Cup 4,paiN,Boreal 2,DIRE,26.23,Oct-26,6.83,-67.41,67.41,1103,1111
6407,1255258894,02/19/15,Canada Cup 4,paiN,bS,RADIANT,53.72,26 - 24,6.83,31.00,-31.00,1170,969
6408,1255050944,02/19/15,Major Allstars EU Qualifiers,NiP 2,Power Rangers,RADIANT,39.65,35 - 28,6.83,41.59,-41.59,1326,1183
6409,1255021154,02/19/15,Dota Pit League 3,mouz 2,VP 2,DIRE,36.15,Nov-39,6.83,-11.24,11.24,1181,1562
6410,1255002646,02/19/15,Major Allstars EU Qualifiers,NiP 2,Power Rangers,RADIANT,18.03,14-Feb,6.83,58.18,-58.18,1284,1225
6411,1254970839,02/19/15,joinDOTA MLG Pro Season 1 Europe Qualifiers,M5,VP,RADIANT,40.9,40 - 31,6.83,42.85,-42.85,1155,1020
6412,1254879397,02/19/15,Dota Pit League 3,VP 2,mouz 2,RADIANT,45.78,24 - 21,6.83,12.80,-12.80,1551,1192
6413,1254876343,02/19/15,Major Allstars EU Qualifiers,Power Rangers,NiP 2,RADIANT,32.9,26 - 23,6.83,58.50,-58.50,1283,1226
6414,1254788835,02/19/15,joinDOTA MLG Pro Season 1 Europe Qualifiers,VP,M5,DIRE,44.55,17 - 47,6.83,-59.91,59.91,1062,1113
6415,1254703218,02/19/15,Major Allstars EU Qualifiers,Empire,4ASC,RADIANT,37.73,41 - 18,6.83,13.09,-13.09,1425,1070
6416,1254699013,02/19/15,Dota Pit League 3,HR,Secret,RADIANT,37.15,36 - 30,6.83,77.41,-77.41,1547,1606
6417,1254635734,02/19/15,joinDOTA MLG Pro Season 1 Europe Qualifiers,Power Rangers,Alliance,DIRE,47.8,25 - 40,6.83,-56.48,56.48,1225,1292
6418,1254615425,02/19/15,Dota Pit League 3,Secret,HR,RADIANT,30.63,29-Jul,6.83,28.94,-28.94,1683,1470
6419,1254601951,02/19/15,Major Allstars EU Qualifiers,4ASC,Empire,DIRE,26.73,16 - 27,6.83,-15.21,15.21,1083,1412
6420,1254574938,02/19/15,joinDOTA MLG Pro Season 1 Europe Qualifiers,Alliance,Power Rangers,RADIANT,19.43,15-May,6.83,75.61,-75.61,1236,1281
6421,1254357272,02/19/15,Major Allstars EU Qualifiers,Empire,4ASC,DIRE,47.48,19 - 42,6.83,-94.29,94.29,1397,1098
6422,1253716162,02/19/15,joinDOTA MLG Pro Season 1 Asia Qualifiers,SiG.Tr,Arcanys,RADIANT,34.28,34 - 9,6.83,67.80,-67.80,1194,1187
6423,1253514671,02/19/15,joinDOTA MLG Pro Season 1 Asia Qualifiers,Arcanys,SiG.Tr,RADIANT,50.02,37 - 23,6.83,44.10,-44.10,1255,1126
6424,1252168453,02/18/15,Canada Cup 4,TC   4,LvT,DIRE,55.28,23 - 47,6.83,-46.13,46.13,993,1112
6425,1252065733,02/18/15,Canada Cup 4,Ape,LvT,DIRE,54.65,25 - 41,6.83,-34.17,34.17,884,1066
6426,1251795163,02/18/15,Esportal Invitational 2,VP 2,Power Rangers,RADIANT,56.47,39 - 19,6.83,34.29,-34.29,1538,1357
6427,1251766846,02/18/15,joinDOTA MLG Pro Season 1 Europe Qualifiers,HR,LC,RADIANT,46.92,44 - 39,6.83,11.32,-11.32,1499,1118
6428,1251652103,02/18/15,Esportal Invitational 2,Power Rangers,VP 2,DIRE,45.65,19 - 37,6.83,-47.38,47.38,1391,1504
6429,1251632994,02/18/15,joinDOTA MLG Pro Season 1 Europe Qualifiers,LC,HR,DIRE,38.8,25 - 40,6.83,-12.89,12.89,1130,1487
6430,1251512861,02/18/15,Esportal Invitational 2,VP 2,Power Rangers,DIRE,51.92,42 - 41,6.83,-71.72,71.72,1457,1438
6431,1251485627,02/18/15,joinDOTA MLG Pro Season 1 Europe Qualifiers,Meep,Empire,DIRE,56.48,40 - 44,6.83,-15.67,15.67,1167,1491
6432,1251387207,02/18/15,Esportal Invitational 2,Power Rangers,VP 2,DIRE,36.77,Dec-24,6.83,-37.89,37.89,1367,1528
6433,1251347423,02/18/15,joinDOTA MLG Pro Season 1 Europe Qualifiers,Empire,Meep,DIRE,43.08,25 - 36,6.83,-94.08,94.08,1476,1183
6434,1251116092,02/18/15,Esportal Invitational 2,VP 2,Power Rangers,DIRE,48.83,30 - 33,6.83,-80.56,80.56,1490,1405
6435,1249030710,02/17/15,Major Allstars Americas Qualifiers,Fire,EHUG,DIRE,48.15,26 - 36,6.83,-45.20,45.20,1065,1189
6436,1248949256,02/17/15,Major Allstars Americas Qualifiers,Fire,EHUG,DIRE,38.98,13 - 29,6.83,-63.01,63.01,1111,1144
6437,1248881577,02/17/15,Major Allstars Americas Qualifiers,EHUG,Fire,DIRE,44.72,29 - 38,6.83,-51.51,51.51,1081,1174
6438,1248779822,02/17/15,Major Allstars Americas Qualifiers,EHUG,Fire,RADIANT,43.22,33 - 21,6.83,67.09,-67.09,1133,1122
6439,1248728848,02/17/15,Major Allstars Americas Qualifiers,EHUG,Fire,DIRE,33.07,Oct-18,6.83,-45.23,45.23,1066,1189
6440,1248670291,02/17/15,Canada Cup 4,EHUG,ISG,RADIANT,23.85,23-Aug,6.83,17.02,-17.02,1111,802
6441,1248627957,02/17/15,Esportal Invitational 2,Alliance,VP 2,DIRE,48.98,17 - 32,6.83,-9.49,9.49,1160,1571
6442,1248479543,02/17/15,Esportal Invitational 2,VP 2,Alliance,RADIANT,61.27,43 - 34,6.83,10.59,-10.59,1562,1170
6443,1248434031,02/17/15,joinDOTA MLG Pro Season 1 Americas Qualifiers,NoT,Fire,RADIANT,31.15,33 - 12,6.83,68.24,-68.24,1148,1144
6444,1248327210,02/17/15,joinDOTA MLG Pro Season 1 Americas Qualifiers,Fire,NoT,DIRE,37.92,18 - 42,6.83,-85.13,85.13,1212,1079
6445,1248020126,02/17/15,Esportal Invitational 2,Power Rangers,NiP 2,RADIANT,36.52,37 - 32,6.83,61.86,-61.86,1324,1284
6446,1247941073,02/17/15,Esportal Invitational 2,NiP 2,Power Rangers,DIRE,15.27,Apr-17,6.83,-80.36,80.36,1346,1262
6447,1245996056,02/16/15,Major Allstars Americas Qualifiers,EHUG,LvT,RADIANT,41.72,29 - 22,6.83,57.67,-57.67,1094,1032
6448,1245905393,02/16/15,Major Allstars Americas Qualifiers,EHUG,LvT,DIRE,38.58,Oct-34,6.83,-59.21,59.21,1036,1090
6449,1245804332,02/16/15,Major Allstars Americas Qualifiers,EHUG,LvT,RADIANT,51.2,20 - 17,6.83,57.07,-57.07,1095,1031
6450,1245730448,02/16/15,Canada Cup 4,uG,Wh,DIRE,39.27,Nov-25,6.83,-21.64,21.64,923,1189
6451,1245670685,02/16/15,Major Allstars Americas Qualifiers,coL 2,Fire,DIRE,51.15,31 - 24,6.83,-34.25,34.25,1116,1297
6452,1245629167,02/16/15,Major Allstars Americas Qualifiers,Fire,coL 2,RADIANT,26.78,21 - 14,6.83,47.32,-47.32,1263,1150
6453,1245528417,02/16/15,Major Allstars Americas Qualifiers,coL 2,Fire,RADIANT,38.27,35 - 19,6.83,71.79,-71.79,1197,1216
6454,1245451346,02/16/15,Esportal Invitational 2,Alliance,Vega,RADIANT,32.13,37 - 17,6.83,63.15,-63.15,1180,1148
6455,1245388034,02/16/15,Esportal Invitational 2,Alliance,Vega,DIRE,31.23,Dec-27,6.83,-51.30,51.30,1117,1211
6456,1245298811,02/16/15,joinDOTA MLG Pro Season 1 Americas Qualifiers,Fire,uG,RADIANT,17.9,14-May,6.83,14.00,-14.00,1288,944
6457,1245269188,02/16/15,Esportal Invitational 2,Vega,Alliance,DIRE,41.02,Oct-29,6.83,-67.33,67.33,1159,1168
6458,1245236323,02/16/15,Dota Pit League 3,Empire,VP,RADIANT,40.75,43 - 37,6.83,7.68,-7.68,1570,1122
6459,1245111670,02/16/15,joinDOTA MLG Pro Season 1 Americas Qualifiers,uG,Fire,DIRE,47.53,28 - 25,6.83,-16.44,16.44,958,1274
6460,1245084038,02/16/15,Dota Pit League 3,VP,Empire,RADIANT,49.73,43 - 25,6.83,97.36,-97.36,1130,1562
6461,1244967145,02/16/15,Esportal Invitational 2,4ASC,VP 2,DIRE,42.95,17 - 32,6.83,-4.32,4.32,1004,1551
